VegID,CommonName,GenusGroup,Family,GrowthForm,Type,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6,References,Comment
Ostrya virginiana,hophornbeam,Ostrya,Betulaceae,Btr,species,0.003,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ouratea,ouratea,Ouratea,Ochnaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oxydendrum,sourwood,Oxydendrum,Ericaceae,Btr,genus,0.003,0.003,0.12,0.15,0.07,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oxydendrum arboreum,sourwood,Oxydendrum,Ericaceae,Btr,species,0.003,0.003,0.12,0.15,0.07,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oxythenantera abyssinica,,Oxythenantera,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ozoroa paniculosa,,Ozoroa,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pachyelasma tessmannii,,Pachyelasma,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pachyra insignis,,Pachyra,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pachysandra terminalis,Japanese pachysandra,Pachysandra,Buxaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pachystigma macrocalyx,,Pachystigma,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pagamea,,Pagamea,TBD,Unknown,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pagamea duckei,,Pagamea,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Palisota ambigua,,Palisota,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pancovia laurentii,,Pancovia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Panda oleosa,,Panda,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pandanaceae,,Pandanaceae,Pandanaceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Panicum,panicgrass,Panicum,Poaceae,Herb,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pappea capensis,,Pappea,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Paramichellia baillonii,,Paramichellia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Paraserianthes lophantha,plume albizia,Paraserianthes,Fabaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parinari cunatellifolia,,Parinari,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parinari excelsa,,Parinari,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkia,parkia,Parkia,Fabaceae,Unknown,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkia biglobosa,,Parkia,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkinsonia,paloverde,Parkinsonia,Fabaceae,Btr,genus,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkinsonia aculeata,Jerusalem thorn,Parkinsonia,Fabaceae,Btr,species,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkinsonia florida,blue paloverde,Parkinsonia,Fabaceae,Btr,species,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkinsonia microphylla,yellow paloverde,Parkinsonia,Fabaceae,Btr,species,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkinsonia praecox,paloverde,Parkinsonia,Fabaceae,Btr,species,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parkinsonia x 'Desert Museum',,Parkinsonia,Fabaceae,Btr,species,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parrotia persica,Persian ironwood,Parrotia,Hamamelidaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Parrotiopsis jacquemontiana,,Parrotiopsis,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Paspalum notatum,bahiagrass,Paspalum,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Paullinia pinnata,bread and cheese,Paullinia,Sapindaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Paulowinia kawakamii,paulownia,Paulownia,Scrophulariaceae,Btr,species,0.003,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Paulownia tomentosa,princesstree,Paulownia,Scrophulariaceae,Btr,species,0.003,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pauridiantha dewevrei,,Pauridiantha,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pellaea rotundifolia,,Pellaea,Pteridaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Peltophorum africanum,,Peltophorum,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pentaclethra macroloba,,Pentaclethra,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pentaclethra macrophylla,oilbean tree,Pentaclethra,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pera arborea,,Pera,Euphorbiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Perebea xanthochyma,,Perebea,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pericopsis laxiflora,,Pericopsis,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Peritossa pruninosa,,Peritossa,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Persea,bay,Persea,Lauraceae,Btr,genus,0.003,0.003,0.15,0.03,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Persea americana,avocado,Persea,Lauraceae,Btr,species,0.003,0.003,0.15,0.03,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Persea borbonia,redbay,Persea,Lauraceae,Btr,species,0.003,0.003,0.15,0.03,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Persea indica,bay,Persea,Lauraceae,Btr,species,0.003,0.003,0.15,0.03,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Petersianthus macrocarpus,,Petersianthus,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Petroselinum,parsley,Petroselinum,Apiaceae,Herb,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phaseolus vulgaris,kidney bean,Phaseolus,Fabaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phellodendron amurense,Amur corktree,Phellodendron,Rutaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phillyrea angustifolia,,Phillyrea,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Philonotis fontanum,,Philonotis,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phlogacanthus curviflorus,,Phlogacanthus,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoebe,,Phoebe,Lauraceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoebe mexicana,,Phoebe,Lauraceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix canariensis,Canary Island date palm,Phoenix,Arecaceae,Btr,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix dactylifera,date palm,Phoenix,Arecaceae,Btr,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix loureiroi,Loureir's date palm,Phoenix,Arecaceae,Unknown,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix paludosa,,Phoenix,Arecaceae,Unknown,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix reclinata,Senegal date palm,Phoenix,Arecaceae,Btr,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix robelinii,,Phoenix,Arecaceae,Unknown,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix roebelenii,pygmy date palm,Phoenix,Arecaceae,Unknown,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix rupicola,,Phoenix,Arecaceae,Unknown,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phoenix sylvestris,wild date palm,Phoenix,Arecaceae,Unknown,species,8,0.003,0.15,0.15,0.04,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Photinia serrulata,,Photinia,Rosaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Photiniaáxáfraseri,Fraser's photinia,Photinia,Rosaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phragmanthera,,Phragmanthera,TBD,Unknown,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phragmites australis,common reed,Phragmites,Poaceae,Shrub,species,12,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phragmites mauritianum,,Phragmites,Poaceae,Unknown,species,12,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phyllanthus emblia,,Phyllanthus,Euphorbiaceae,Unknown,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phyllanthus flexuosus,,Phyllanthus,Euphorbiaceae,Unknown,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phyllostachys aurea,golden bamboo,Phyllostachys,Poaceae,Shrub,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phyllostachys dulcis,sweetshoot bamboo,Phyllostachys,Poaceae,Shrub,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phyllostachys pubescens,,Phyllostachys,Poaceae,Shrub,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phyllostachys viridis,,Phyllostachys,Poaceae,Unknown,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Phytolacca dioica,,Phytolacca,Phytolaccaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea,spruce,Picea,Pinaceae,Ntr,genus,8,0.003,0.35,0.35,0.2,0.5,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea abies,Norway spruce,Picea_E,Pinaceae,Ntr,species,1,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea alcoquiana,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea asperata,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea aurantiaca,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea breweriana,Brewer spruce,Picea_N,Pinaceae,Ntr,species,8,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea engelmanii,,Picea_N,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea engelmannii,Engelmann spruce,Picea_N,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea glauca,white spruce,Picea_N,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea koyamai,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea likiangensis,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea mariana,black spruce,Picea_N,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea meyeri,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea montigena,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea morrisonicola,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea omorika,Serbian spruce,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea orientalis,,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea pungens,blue spruce,Picea_N,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea rubens,red spruce,Picea_N,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea sitchensis,Sitka spruce,Picea_N,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picea smithiana,morinda spruce,Picea_A,Pinaceae,Ntr,species,8,0.003,0.5,0.4,0.3,0.8,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Picralima nitida,,Picralima,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pictetia aculete,,Pictetia,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Piliostigma,,Piliostigma,TBD,Unknown,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Piliostigma refuscens,,Piliostigma,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Piliostigma thonningii,,Piliostigma,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pinaceae,,Pinaceae,Pinaceae,Unknown,family,0.003,2,0.45,0.25,0.4,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pinus,pine,Pinus,Pinaceae,Ntr,genus,0.003,2,0.45,0.25,0.4,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pinus albicaulis,whitebark pine,Pinus,Pinaceae,Ntr,species,0.003,0.3,0.45,0.25,0.4,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pinus aristata,bristlecone pine,Pinus,Pinaceae,Ntr,species,0.003,0.003,0.45,0.25,0.4,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pinus armandii,Armand pine,Pinus,Pinaceae,Ntr,species,0.003,0.003,0.45,0.25,0.4,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pinus attenuata,knobcone pine,Pinus_MBO2,Pinaceae,Ntr,species,0.003,2,0.45,0.25,0.4,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Pinus balfouriana,foxtail pine,Pinus,Pinaceae,Ntr,species,0.003,0.003,0.45,0.25,0.4,0.3,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
